VTX, IDX, _input0.x, _input0.y, _input0.z, _input2.x, _input2.y, _input2.z, _input3.x, _input3.y, _input3.z, _input3.w, _input1.x, _input1.y, _input4.x, _input4.y, _input5.x, _input5.y, _input5.z, _input6.x, _input6.y, _input6.z, _input6.w, _input7.x, _input7.y, _input7.z, _input7.w
2499, 617, 0.06959, 0.05336, 1.34313, 0.34448, 0.87834, -0.33143, -0.08024, -0.3242, -0.94258, 1.00, 0.28458, 0.50073, -0.01141, 0.00027, 0.06959, 0.05336, 1.34313, 0.74076, 0.25924, 0.00, 0.00, 1, 6, 0, 0
2500, 611, 0.0705, 0.05656, 1.35441, 0.3135, 0.91335, -0.25983, -0.04649, -0.25854, -0.96488, 1.00, 0.27836, 0.50073, 0.00677, -0.00997, 0.0705, 0.05656, 1.35441, 0.70178, 0.29822, 0.00, 0.00, 1, 6, 0, 0
2501, 612, 0.09085, 0.04622, 1.35193, 0.44664, 0.81813, -0.36218, -0.07014, -0.37154, -0.92577, 1.00, 0.27836, 0.48901, 0.01878, -0.11207, 0.09085, 0.04622, 1.35193, 0.69392, 0.30608, 0.00, 0.00, 1, 6, 0, 0
2502, 616, 0.04707, 0.06016, 1.34343, 0.14128, 0.94049, -0.30906, -0.05118, -0.30484, -0.95103, 1.00, 0.28458, 0.51249, -0.00855, -0.00104, 0.04707, 0.06016, 1.34343, 0.78668, 0.21332, 0.00, 0.00, 1, 6, 0, 0
2503, 611, 0.0705, 0.05656, 1.35441, 0.3135, 0.91335, -0.25983, -0.04649, -0.25854, -0.96488, 1.00, 0.27836, 0.50073, 0.00677, -0.00997, 0.0705, 0.05656, 1.35441, 0.70178, 0.29822, 0.00, 0.00, 1, 6, 0, 0
2504, 617, 0.06959, 0.05336, 1.34313, 0.34448, 0.87834, -0.33143, -0.08024, -0.3242, -0.94258, 1.00, 0.28458, 0.50073, -0.01141, 0.00027, 0.06959, 0.05336, 1.34313, 0.74076, 0.25924, 0.00, 0.00, 1, 6, 0, 0
2505, 618, 0.1011, 0.02036, 1.34103, 0.94802, 0.22319, -0.2268, -0.10413, -0.45593, -0.8839, 1.00, 0.28894, 0.47708, 0.05721, -0.00241, 0.1011, 0.02036, 1.34103, 0.74642, 0.25358, 0.00, 0.00, 1, 6, 0, 0
2506, 613, 0.10487, 0.02484, 1.34828, 0.87564, 0.23136, -0.42395, -0.20542, -0.61604, -0.76046, 1.00, 0.28426, 0.47623, -0.1076, -0.17607, 0.10487, 0.02484, 1.34828, 0.74074, 0.25926, 0.00, 0.00, 1, 6, 0, 0
2507, 615, 0.10194, -0.00135, 1.34903, 0.98713, -0.10576, -0.11996, -0.14483, -0.27308, -0.95103, 1.00, 0.28852, 0.46501, -0.07349, -0.0014, 0.10194, -0.00135, 1.34903, 0.77745, 0.22255, 0.00, 0.00, 1, 6, 0, 0
2508, 619, 0.1006, -0.00356, 1.34152, 0.99623, -0.02701, 0.08242, 0.07196, -0.27298, -0.95933, 1.00, 0.29174, 0.46501, 0.0432, -0.005, 0.1006, -0.00356, 1.34152, 0.78655, 0.21345, 0.00, 0.00, 1, 6, 0, 0
2509, 618, 0.1011, 0.02036, 1.34103, 0.94802, 0.22319, -0.2268, -0.10413, -0.45593, -0.8839, 1.00, 0.28894, 0.47708, 0.05721, -0.00241, 0.1011, 0.02036, 1.34103, 0.74642, 0.25358, 0.00, 0.00, 1, 6, 0, 0
2510, 615, 0.10194, -0.00135, 1.34903, 0.98713, -0.10576, -0.11996, -0.14483, -0.27308, -0.95103, 1.00, 0.28852, 0.46501, -0.07349, -0.0014, 0.10194, -0.00135, 1.34903, 0.77745, 0.22255, 0.00, 0.00, 1, 6, 0, 0
2511, 620, 0.10285, -0.00751, 1.32699, 0.99618, 0.05316, -0.06932, -0.05196, -0.27722, -0.9594, 1.00, 0.30, 0.46501, -0.04771, -0.02748, 0.10285, -0.00751, 1.32699, 0.79105, 0.20895, 0.00, 0.00, 1, 6, 0, 0
2512, 618, 0.1011, 0.02036, 1.34103, 0.94802, 0.22319, -0.2268, -0.10413, -0.45593, -0.8839, 1.00, 0.28894, 0.47708, 0.05721, -0.00241, 0.1011, 0.02036, 1.34103, 0.74642, 0.25358, 0.00, 0.00, 1, 6, 0, 0
2513, 619, 0.1006, -0.00356, 1.34152, 0.99623, -0.02701, 0.08242, 0.07196, -0.27298, -0.95933, 1.00, 0.29174, 0.46501, 0.0432, -0.005, 0.1006, -0.00356, 1.34152, 0.78655, 0.21345, 0.00, 0.00, 1, 6, 0, 0
2514, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2515, 612, 0.09085, 0.04622, 1.35193, 0.44664, 0.81813, -0.36218, -0.07014, -0.37154, -0.92577, 1.00, 0.27836, 0.48901, 0.01878, -0.11207, 0.09085, 0.04622, 1.35193, 0.69392, 0.30608, 0.00, 0.00, 1, 6, 0, 0
2516, 613, 0.10487, 0.02484, 1.34828, 0.87564, 0.23136, -0.42395, -0.20542, -0.61604, -0.76046, 1.00, 0.28426, 0.47623, -0.1076, -0.17607, 0.10487, 0.02484, 1.34828, 0.74074, 0.25926, 0.00, 0.00, 1, 6, 0, 0
2517, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2518, 613, 0.10487, 0.02484, 1.34828, 0.87564, 0.23136, -0.42395, -0.20542, -0.61604, -0.76046, 1.00, 0.28426, 0.47623, -0.1076, -0.17607, 0.10487, 0.02484, 1.34828, 0.74074, 0.25926, 0.00, 0.00, 1, 6, 0, 0
2519, 618, 0.1011, 0.02036, 1.34103, 0.94802, 0.22319, -0.2268, -0.10413, -0.45593, -0.8839, 1.00, 0.28894, 0.47708, 0.05721, -0.00241, 0.1011, 0.02036, 1.34103, 0.74642, 0.25358, 0.00, 0.00, 1, 6, 0, 0
2520, 617, 0.06959, 0.05336, 1.34313, 0.34448, 0.87834, -0.33143, -0.08024, -0.3242, -0.94258, 1.00, 0.28458, 0.50073, -0.01141, 0.00027, 0.06959, 0.05336, 1.34313, 0.74076, 0.25924, 0.00, 0.00, 1, 6, 0, 0
2521, 612, 0.09085, 0.04622, 1.35193, 0.44664, 0.81813, -0.36218, -0.07014, -0.37154, -0.92577, 1.00, 0.27836, 0.48901, 0.01878, -0.11207, 0.09085, 0.04622, 1.35193, 0.69392, 0.30608, 0.00, 0.00, 1, 6, 0, 0
2522, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2523, 622, 0.02308, 0.05492, 1.32697, 0.03836, 0.95499, -0.29416, -0.02245, -0.29347, -0.9557, 1.00, 0.29412, 0.52421, 0.0029, 0.00311, 0.02308, 0.05492, 1.32697, 0.87953, 0.12047, 0.00, 0.00, 1, 6, 0, 0
2524, 596, 0.02342, 0.06042, 1.34352, 0.01081, 0.95684, -0.29041, -0.01398, -0.29025, -0.95685, 1.00, 0.28458, 0.52421, -0.0148, 0.00595, 0.02342, 0.06042, 1.34352, 0.84724, 0.15276, 0.00, 0.00, 1, 6, 0, 0
2525, 616, 0.04707, 0.06016, 1.34343, 0.14128, 0.94049, -0.30906, -0.05118, -0.30484, -0.95103, 1.00, 0.28458, 0.51249, -0.00855, -0.00104, 0.04707, 0.06016, 1.34343, 0.78668, 0.21332, 0.00, 0.00, 1, 6, 0, 0
2526, 597, -0.00017, 0.05499, 1.32698, -0.00005, 0.96369, -0.26703, 0.00, -0.26703, -0.96369, 1.00, 0.29412, 0.53567, 0.00082, 0.0005, -0.00017, 0.05499, 1.32698, 0.8997, 0.05113, 0.04916, 0.00, 1, 6, 7, 0
2527, 596, 0.02342, 0.06042, 1.34352, 0.01081, 0.95684, -0.29041, -0.01398, -0.29025, -0.95685, 1.00, 0.28458, 0.52421, -0.0148, 0.00595, 0.02342, 0.06042, 1.34352, 0.84724, 0.15276, 0.00, 0.00, 1, 6, 0, 0
2528, 622, 0.02308, 0.05492, 1.32697, 0.03836, 0.95499, -0.29416, -0.02245, -0.29347, -0.9557, 1.00, 0.29412, 0.52421, 0.0029, 0.00311, 0.02308, 0.05492, 1.32697, 0.87953, 0.12047, 0.00, 0.00, 1, 6, 0, 0
2529, 623, 0.10152, 0.01557, 1.32686, 0.92702, 0.3171, -0.20022, -0.09032, -0.32938, -0.93987, 1.00, 0.29675, 0.47708, -0.02944, -0.04752, 0.10152, 0.01557, 1.32686, 0.76949, 0.23051, 0.00, 0.00, 1, 6, 0, 0
2530, 618, 0.1011, 0.02036, 1.34103, 0.94802, 0.22319, -0.2268, -0.10413, -0.45593, -0.8839, 1.00, 0.28894, 0.47708, 0.05721, -0.00241, 0.1011, 0.02036, 1.34103, 0.74642, 0.25358, 0.00, 0.00, 1, 6, 0, 0
2531, 620, 0.10285, -0.00751, 1.32699, 0.99618, 0.05316, -0.06932, -0.05196, -0.27722, -0.9594, 1.00, 0.30, 0.46501, -0.04771, -0.02748, 0.10285, -0.00751, 1.32699, 0.79105, 0.20895, 0.00, 0.00, 1, 6, 0, 0
2532, 623, 0.10152, 0.01557, 1.32686, 0.92702, 0.3171, -0.20022, -0.09032, -0.32938, -0.93987, 1.00, 0.29675, 0.47708, -0.02944, -0.04752, 0.10152, 0.01557, 1.32686, 0.76949, 0.23051, 0.00, 0.00, 1, 6, 0, 0
2533, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2534, 618, 0.1011, 0.02036, 1.34103, 0.94802, 0.22319, -0.2268, -0.10413, -0.45593, -0.8839, 1.00, 0.28894, 0.47708, 0.05721, -0.00241, 0.1011, 0.02036, 1.34103, 0.74642, 0.25358, 0.00, 0.00, 1, 6, 0, 0
2535, 624, 0.0461, 0.05371, 1.32692, 0.16609, 0.92405, -0.34431, -0.05465, -0.34, -0.93884, 1.00, 0.29412, 0.51249, 0.01902, 0.01134, 0.0461, 0.05371, 1.32692, 0.8324, 0.1676, 0.00, 0.00, 1, 6, 0, 0
2536, 616, 0.04707, 0.06016, 1.34343, 0.14128, 0.94049, -0.30906, -0.05118, -0.30484, -0.95103, 1.00, 0.28458, 0.51249, -0.00855, -0.00104, 0.04707, 0.06016, 1.34343, 0.78668, 0.21332, 0.00, 0.00, 1, 6, 0, 0
2537, 617, 0.06959, 0.05336, 1.34313, 0.34448, 0.87834, -0.33143, -0.08024, -0.3242, -0.94258, 1.00, 0.28458, 0.50073, -0.01141, 0.00027, 0.06959, 0.05336, 1.34313, 0.74076, 0.25924, 0.00, 0.00, 1, 6, 0, 0
2538, 622, 0.02308, 0.05492, 1.32697, 0.03836, 0.95499, -0.29416, -0.02245, -0.29347, -0.9557, 1.00, 0.29412, 0.52421, 0.0029, 0.00311, 0.02308, 0.05492, 1.32697, 0.87953, 0.12047, 0.00, 0.00, 1, 6, 0, 0
2539, 616, 0.04707, 0.06016, 1.34343, 0.14128, 0.94049, -0.30906, -0.05118, -0.30484, -0.95103, 1.00, 0.28458, 0.51249, -0.00855, -0.00104, 0.04707, 0.06016, 1.34343, 0.78668, 0.21332, 0.00, 0.00, 1, 6, 0, 0
2540, 624, 0.0461, 0.05371, 1.32692, 0.16609, 0.92405, -0.34431, -0.05465, -0.34, -0.93884, 1.00, 0.29412, 0.51249, 0.01902, 0.01134, 0.0461, 0.05371, 1.32692, 0.8324, 0.1676, 0.00, 0.00, 1, 6, 0, 0
2541, 625, 0.02266, 0.05026, 1.30795, 0.09765, 0.97037, -0.22102, -0.01528, -0.2206, -0.97525, 1.00, 0.30501, 0.52421, -0.0175, 0.00158, 0.02266, 0.05026, 1.30795, 0.93352, 0.06648, 0.00, 0.00, 1, 6, 0, 0
2542, 597, -0.00017, 0.05499, 1.32698, -0.00005, 0.96369, -0.26703, 0.00, -0.26703, -0.96369, 1.00, 0.29412, 0.53567, 0.00082, 0.0005, -0.00017, 0.05499, 1.32698, 0.8997, 0.05113, 0.04916, 0.00, 1, 6, 7, 0
2543, 622, 0.02308, 0.05492, 1.32697, 0.03836, 0.95499, -0.29416, -0.02245, -0.29347, -0.9557, 1.00, 0.29412, 0.52421, 0.0029, 0.00311, 0.02308, 0.05492, 1.32697, 0.87953, 0.12047, 0.00, 0.00, 1, 6, 0, 0
2544, 625, 0.02266, 0.05026, 1.30795, 0.09765, 0.97037, -0.22102, -0.01528, -0.2206, -0.97525, 1.00, 0.30501, 0.52421, -0.0175, 0.00158, 0.02266, 0.05026, 1.30795, 0.93352, 0.06648, 0.00, 0.00, 1, 6, 0, 0
2545, 626, -0.00011, 0.05089, 1.30795, 0.00043, 0.9816, -0.19096, 0.00399, -0.19096, -0.98159, 1.00, 0.30501, 0.53567, -0.00582, 0.0048, -0.00011, 0.05089, 1.30795, 0.94403, 0.02861, 0.02736, 0.00, 1, 6, 7, 0
2546, 597, -0.00017, 0.05499, 1.32698, -0.00005, 0.96369, -0.26703, 0.00, -0.26703, -0.96369, 1.00, 0.29412, 0.53567, 0.00082, 0.0005, -0.00017, 0.05499, 1.32698, 0.8997, 0.05113, 0.04916, 0.00, 1, 6, 7, 0
2547, 627, 0.00003, 0.04663, 1.27996, 0.00158, 0.98514, -0.17176, -0.00122, -0.17176, -0.98514, 1.00, 0.3209, 0.53567, -0.00696, 0.00949, 0.00003, 0.04663, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2548, 626, -0.00011, 0.05089, 1.30795, 0.00043, 0.9816, -0.19096, 0.00399, -0.19096, -0.98159, 1.00, 0.30501, 0.53567, -0.00582, 0.0048, -0.00011, 0.05089, 1.30795, 0.94403, 0.02861, 0.02736, 0.00, 1, 6, 7, 0
2549, 625, 0.02266, 0.05026, 1.30795, 0.09765, 0.97037, -0.22102, -0.01528, -0.2206, -0.97525, 1.00, 0.30501, 0.52421, -0.0175, 0.00158, 0.02266, 0.05026, 1.30795, 0.93352, 0.06648, 0.00, 0.00, 1, 6, 0, 0
2550, 628, 0.0683, 0.04744, 1.32688, 0.35598, 0.86009, -0.36541, -0.08441, -0.35983, -0.92919, 1.00, 0.29412, 0.50073, -0.00166, -0.00049, 0.0683, 0.04744, 1.32688, 0.79616, 0.20384, 0.00, 0.00, 1, 6, 0, 0
2551, 617, 0.06959, 0.05336, 1.34313, 0.34448, 0.87834, -0.33143, -0.08024, -0.3242, -0.94258, 1.00, 0.28458, 0.50073, -0.01141, 0.00027, 0.06959, 0.05336, 1.34313, 0.74076, 0.25924, 0.00, 0.00, 1, 6, 0, 0
2552, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2553, 624, 0.0461, 0.05371, 1.32692, 0.16609, 0.92405, -0.34431, -0.05465, -0.34, -0.93884, 1.00, 0.29412, 0.51249, 0.01902, 0.01134, 0.0461, 0.05371, 1.32692, 0.8324, 0.1676, 0.00, 0.00, 1, 6, 0, 0
2554, 617, 0.06959, 0.05336, 1.34313, 0.34448, 0.87834, -0.33143, -0.08024, -0.3242, -0.94258, 1.00, 0.28458, 0.50073, -0.01141, 0.00027, 0.06959, 0.05336, 1.34313, 0.74076, 0.25924, 0.00, 0.00, 1, 6, 0, 0
2555, 628, 0.0683, 0.04744, 1.32688, 0.35598, 0.86009, -0.36541, -0.08441, -0.35983, -0.92919, 1.00, 0.29412, 0.50073, -0.00166, -0.00049, 0.0683, 0.04744, 1.32688, 0.79616, 0.20384, 0.00, 0.00, 1, 6, 0, 0
2556, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
2557, 622, 0.02308, 0.05492, 1.32697, 0.03836, 0.95499, -0.29416, -0.02245, -0.29347, -0.9557, 1.00, 0.29412, 0.52421, 0.0029, 0.00311, 0.02308, 0.05492, 1.32697, 0.87953, 0.12047, 0.00, 0.00, 1, 6, 0, 0
2558, 624, 0.0461, 0.05371, 1.32692, 0.16609, 0.92405, -0.34431, -0.05465, -0.34, -0.93884, 1.00, 0.29412, 0.51249, 0.01902, 0.01134, 0.0461, 0.05371, 1.32692, 0.8324, 0.1676, 0.00, 0.00, 1, 6, 0, 0
2559, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
2560, 625, 0.02266, 0.05026, 1.30795, 0.09765, 0.97037, -0.22102, -0.01528, -0.2206, -0.97525, 1.00, 0.30501, 0.52421, -0.0175, 0.00158, 0.02266, 0.05026, 1.30795, 0.93352, 0.06648, 0.00, 0.00, 1, 6, 0, 0
2561, 622, 0.02308, 0.05492, 1.32697, 0.03836, 0.95499, -0.29416, -0.02245, -0.29347, -0.9557, 1.00, 0.29412, 0.52421, 0.0029, 0.00311, 0.02308, 0.05492, 1.32697, 0.87953, 0.12047, 0.00, 0.00, 1, 6, 0, 0
2562, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
2563, 624, 0.0461, 0.05371, 1.32692, 0.16609, 0.92405, -0.34431, -0.05465, -0.34, -0.93884, 1.00, 0.29412, 0.51249, 0.01902, 0.01134, 0.0461, 0.05371, 1.32692, 0.8324, 0.1676, 0.00, 0.00, 1, 6, 0, 0
2564, 628, 0.0683, 0.04744, 1.32688, 0.35598, 0.86009, -0.36541, -0.08441, -0.35983, -0.92919, 1.00, 0.29412, 0.50073, -0.00166, -0.00049, 0.0683, 0.04744, 1.32688, 0.79616, 0.20384, 0.00, 0.00, 1, 6, 0, 0
2565, 627, 0.00003, 0.04663, 1.27996, 0.00158, 0.98514, -0.17176, -0.00122, -0.17176, -0.98514, 1.00, 0.3209, 0.53567, -0.00696, 0.00949, 0.00003, 0.04663, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2566, 625, 0.02266, 0.05026, 1.30795, 0.09765, 0.97037, -0.22102, -0.01528, -0.2206, -0.97525, 1.00, 0.30501, 0.52421, -0.0175, 0.00158, 0.02266, 0.05026, 1.30795, 0.93352, 0.06648, 0.00, 0.00, 1, 6, 0, 0
2567, 630, 0.02217, 0.04504, 1.27996, 0.14674, 0.97014, -0.19313, -0.02063, -0.1922, -0.98114, 1.00, 0.3209, 0.52421, 0.00055, -0.00463, 0.02217, 0.04504, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2568, 630, 0.02217, 0.04504, 1.27996, 0.14674, 0.97014, -0.19313, -0.02063, -0.1922, -0.98114, 1.00, 0.3209, 0.52421, 0.00055, -0.00463, 0.02217, 0.04504, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2569, 625, 0.02266, 0.05026, 1.30795, 0.09765, 0.97037, -0.22102, -0.01528, -0.2206, -0.97525, 1.00, 0.30501, 0.52421, -0.0175, 0.00158, 0.02266, 0.05026, 1.30795, 0.93352, 0.06648, 0.00, 0.00, 1, 6, 0, 0
2570, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
2571, 631, 0.00015, 0.04293, 1.25728, 0.00406, 0.98214, -0.18812, -0.00758, -0.18808, -0.98212, 1.00, 0.33371, 0.53567, -0.00719, 0.00919, 0.00015, 0.04293, 1.25728, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2572, 627, 0.00003, 0.04663, 1.27996, 0.00158, 0.98514, -0.17176, -0.00122, -0.17176, -0.98514, 1.00, 0.3209, 0.53567, -0.00696, 0.00949, 0.00003, 0.04663, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2573, 630, 0.02217, 0.04504, 1.27996, 0.14674, 0.97014, -0.19313, -0.02063, -0.1922, -0.98114, 1.00, 0.3209, 0.52421, 0.00055, -0.00463, 0.02217, 0.04504, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2574, 628, 0.0683, 0.04744, 1.32688, 0.35598, 0.86009, -0.36541, -0.08441, -0.35983, -0.92919, 1.00, 0.29412, 0.50073, -0.00166, -0.00049, 0.0683, 0.04744, 1.32688, 0.79616, 0.20384, 0.00, 0.00, 1, 6, 0, 0
2575, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2576, 632, 0.08839, 0.03606, 1.32691, 0.61698, 0.70875, -0.34206, -0.097, -0.36285, -0.92679, 1.00, 0.29475, 0.48901, 0.00765, -0.04286, 0.08839, 0.03606, 1.32691, 0.77965, 0.22035, 0.00, 0.00, 1, 6, 0, 0
2577, 632, 0.08839, 0.03606, 1.32691, 0.61698, 0.70875, -0.34206, -0.097, -0.36285, -0.92679, 1.00, 0.29475, 0.48901, 0.00765, -0.04286, 0.08839, 0.03606, 1.32691, 0.77965, 0.22035, 0.00, 0.00, 1, 6, 0, 0
2578, 621, 0.08993, 0.04231, 1.34196, 0.56445, 0.75269, -0.33891, -0.08041, -0.35848, -0.93007, 1.00, 0.28458, 0.48901, 0.02427, -0.09241, 0.08993, 0.04231, 1.34196, 0.72804, 0.27196, 0.00, 0.00, 1, 6, 0, 0
2579, 623, 0.10152, 0.01557, 1.32686, 0.92702, 0.3171, -0.20022, -0.09032, -0.32938, -0.93987, 1.00, 0.29675, 0.47708, -0.02944, -0.04752, 0.10152, 0.01557, 1.32686, 0.76949, 0.23051, 0.00, 0.00, 1, 6, 0, 0
2580, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
2581, 628, 0.0683, 0.04744, 1.32688, 0.35598, 0.86009, -0.36541, -0.08441, -0.35983, -0.92919, 1.00, 0.29412, 0.50073, -0.00166, -0.00049, 0.0683, 0.04744, 1.32688, 0.79616, 0.20384, 0.00, 0.00, 1, 6, 0, 0
2582, 633, 0.0663, 0.03985, 1.30799, 0.38787, 0.85926, -0.3335, -0.09044, -0.3246, -0.94152, 1.00, 0.30501, 0.50073, 0.003, 0.00794, 0.0663, 0.03985, 1.30799, 0.88459, 0.11541, 0.00, 0.00, 1, 6, 0, 0
2583, 633, 0.0663, 0.03985, 1.30799, 0.38787, 0.85926, -0.3335, -0.09044, -0.3246, -0.94152, 1.00, 0.30501, 0.50073, 0.003, 0.00794, 0.0663, 0.03985, 1.30799, 0.88459, 0.11541, 0.00, 0.00, 1, 6, 0, 0
2584, 628, 0.0683, 0.04744, 1.32688, 0.35598, 0.86009, -0.36541, -0.08441, -0.35983, -0.92919, 1.00, 0.29412, 0.50073, -0.00166, -0.00049, 0.0683, 0.04744, 1.32688, 0.79616, 0.20384, 0.00, 0.00, 1, 6, 0, 0
2585, 632, 0.08839, 0.03606, 1.32691, 0.61698, 0.70875, -0.34206, -0.097, -0.36285, -0.92679, 1.00, 0.29475, 0.48901, 0.00765, -0.04286, 0.08839, 0.03606, 1.32691, 0.77965, 0.22035, 0.00, 0.00, 1, 6, 0, 0
2586, 631, 0.00015, 0.04293, 1.25728, 0.00406, 0.98214, -0.18812, -0.00758, -0.18808, -0.98212, 1.00, 0.33371, 0.53567, -0.00719, 0.00919, 0.00015, 0.04293, 1.25728, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2587, 630, 0.02217, 0.04504, 1.27996, 0.14674, 0.97014, -0.19313, -0.02063, -0.1922, -0.98114, 1.00, 0.3209, 0.52421, 0.00055, -0.00463, 0.02217, 0.04504, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2588, 634, 0.02166, 0.04056, 1.25729, 0.19671, 0.95874, -0.20522, -0.03026, -0.20327, -0.97865, 1.00, 0.33371, 0.52421, -0.0013, 0.00313, 0.02166, 0.04056, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2589, 635, -0.00002, 0.03789, 1.2305, 0.00414, 0.98101, -0.19392, 0.01434, -0.19396, -0.9809, 1.00, 0.34938, 0.53567, -0.01776, 0.00567, -0.00002, 0.03789, 1.2305, 0.80362, 0.19638, 0.00, 0.00, 1, 8, 0, 0
2590, 631, 0.00015, 0.04293, 1.25728, 0.00406, 0.98214, -0.18812, -0.00758, -0.18808, -0.98212, 1.00, 0.33371, 0.53567, -0.00719, 0.00919, 0.00015, 0.04293, 1.25728, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2591, 634, 0.02166, 0.04056, 1.25729, 0.19671, 0.95874, -0.20522, -0.03026, -0.20327, -0.97865, 1.00, 0.33371, 0.52421, -0.0013, 0.00313, 0.02166, 0.04056, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2592, 630, 0.02217, 0.04504, 1.27996, 0.14674, 0.97014, -0.19313, -0.02063, -0.1922, -0.98114, 1.00, 0.3209, 0.52421, 0.00055, -0.00463, 0.02217, 0.04504, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2593, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
2594, 636, 0.04346, 0.0397, 1.27996, 0.29868, 0.92374, -0.23979, -0.05343, -0.23468, -0.9706, 1.00, 0.3209, 0.51249, 0.00486, -0.01237, 0.04346, 0.0397, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2595, 636, 0.04346, 0.0397, 1.27996, 0.29868, 0.92374, -0.23979, -0.05343, -0.23468, -0.9706, 1.00, 0.3209, 0.51249, 0.00486, -0.01237, 0.04346, 0.0397, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2596, 629, 0.04484, 0.04654, 1.30807, 0.23511, 0.92888, -0.2862, -0.05146, -0.28214, -0.95799, 1.00, 0.30501, 0.51249, -0.00355, 0.02381, 0.04484, 0.04654, 1.30807, 0.90482, 0.09518, 0.00, 0.00, 1, 6, 0, 0
